ORTHOMCL0 (38 genes,4 taxa):	 Gro_43_GTGGCC_L004_R1_paired_trimmed_paired_contig_64613|m.3233(Gro_PROTEIN_100_UNKNOWN) Gro_43_GTGGCC_L004_R1_paired_trimmed_paired_contig_53793|m.2833(Gro_PROTEIN_100_UNKNOWN) Gro_43_GTGGCC_L004_R1_paired_trimmed_paired_contig_34710|m.1969(Gro_PROTEIN_100_UNKNOWN) Gro_43_GTGGCC_L004_R1_paired_trimmed_paired_contig_13063|m.745(Gro_PROTEIN_100_UNKNOWN) Gro_43_GTGGCC_L004_R1_paired_trimmed_paired_contig_69382|m.3397(Gro_PROTEIN_100_UNKNOWN) Gro_43_GTGGCC_L004_R1_paired_trimmed_paired_contig_28086|m.1597(Gro_PROTEIN_100_UNKNOWN) Gro_43_GTGGCC_L004_R1_paired_trimmed_paired_contig_53795|m.2835(Gro_PROTEIN_100_UNKNOWN) Gro_43_GTGGCC_L004_R1_paired_trimmed_paired_contig_38482|m.2195(Gro_PROTEIN_100_UNKNOWN) Gro_43_GTGGCC_L004_R1_paired_trimmed_paired_contig_17227|m.947(Gro_PROTEIN_100_UNKNOWN) Gro_43_GTGGCC_L004_R1_paired_trimmed_paired_contig_36045|m.2035(Gro_PROTEIN_100_UNKNOWN) Gro_43_GTGGCC_L004_R1_paired_trimmed_paired_contig_70341|m.3435(Gro_PROTEIN_100_UNKNOWN) Gro_43_GTGGCC_L004_R1_paired_trimmed_paired_contig_69435|m.3399(Gro_PROTEIN_100_UNKNOWN) Gro_43_GTGGCC_L004_R1_paired_trimmed_paired_contig_64110|m.3215(Gro_PROTEIN_100_UNKNOWN) Gro_43_GTGGCC_L004_R1_paired_trimmed_paired_contig_39104|m.2223(Gro_PROTEIN_100_UNKNOWN) Gro_43_GTGGCC_L004_R1_paired_trimmed_paired_contig_70394|m.3439(Gro_PROTEIN_100_UNKNOWN) Gro_43_GTGGCC_L004_R1_paired_trimmed_paired_contig_64611|m.3231(Gro_PROTEIN_100_UNKNOWN) Gro_43_GTGGCC_L004_R1_paired_trimmed_paired_contig_46005|m.2527(Gro_PROTEIN_100_UNKNOWN) Gro_43_GTGGCC_L004_R1_paired_trimmed_paired_contig_13942|m.802(Gro_PROTEIN_100_UNKNOWN) Gro_43_GTGGCC_L004_R1_paired_trimmed_paired_contig_53794|m.2834(Gro_PROTEIN_100_UNKNOWN) Gro_43_GTGGCC_L004_R1_paired_trimmed_paired_contig_49119|m.2642(Gro_PROTEIN_100_UNKNOWN) Gro_43_GTGGCC_L004_R1_paired_trimmed_paired_contig_53607|m.2826(Gro_PROTEIN_100_UNKNOWN) Gro_43_GTGGCC_L004_R1_paired_trimmed_paired_contig_13067|m.746(Gro_PROTEIN_100_UNKNOWN) Gro_43_GTGGCC_L004_R1_paired_trimmed_paired_contig_31592|m.1798(Gro_PROTEIN_100_UNKNOWN) Gro_43_GTGGCC_L004_R1_paired_trimmed_paired_contig_46732|m.2550(Gro_PROTEIN_100_UNKNOWN) Gro_43_GTGGCC_L004_R1_paired_trimmed_paired_contig_28087|m.1598(Gro_PROTEIN_100_UNKNOWN) Gro_43_GTGGCC_L004_R1_paired_trimmed_paired_contig_53796|m.2836(Gro_PROTEIN_100_UNKNOWN) Gro_43_GTGGCC_L004_R1_paired_trimmed_paired_contig_17227|m.948(Gro_PROTEIN_100_UNKNOWN) Gro_43_GTGGCC_L004_R1_paired_trimmed_paired_contig_28085|m.1596(Gro_PROTEIN_100_UNKNOWN) Gro_43_GTGGCC_L004_R1_paired_trimmed_paired_contig_24220|m.1352(Gro_PROTEIN_100_UNKNOWN) Gro_43_GTGGCC_L004_R1_paired_trimmed_paired_contig_41238|m.2328(Gro_PROTEIN_100_UNKNOWN) Gro_43_GTGGCC_L004_R1_paired_trimmed_paired_contig_23051|m.1272(Gro_PROTEIN_100_UNKNOWN) Gro_43_GTGGCC_L004_R1_paired_trimmed_paired_contig_18502|m.1016(Gro_PROTEIN_100_UNKNOWN) Gro_43_GTGGCC_L004_R1_paired_trimmed_paired_contig_24916|m.1392(Gro_PROTEIN_100_UNKNOWN) Gro_43_GTGGCC_L004_R1_paired_trimmed_paired_contig_64613|m.3232(Gro_PROTEIN_100_UNKNOWN) Amo_TRINITY_DN5866_c0_g1_i1|m.1665(Amo_PROTEIN_100_UNKNOWN) Dve_TRINITY_DN67562_c0_g1_i1|m.14200(Dve_PROTEIN_100_UNKNOWN) Rca_TRINITY_DN36284_c0_g1_i1|m.996(Rca_PROTEIN_100_UNKNOWN) Rca_TRINITY_DN24747_c0_g1_i1|m.279(Rca_PROTEIN_100_UNKNOWN)
ORTHOMCL1 (37 genes,1 taxa):	 Pbr_TRINITY_DN66032_c0_g1_i1|m.562(Pbr_PROTEIN_100_UNKNOWN) Pbr_TRINITY_DN67666_c1_g1_i1|m.148(Pbr_PROTEIN_100_UNKNOWN) Pbr_TRINITY_DN102186_c0_g1_i1|m.4234(Pbr_PROTEIN_100_UNKNOWN) Pbr_TRINITY_DN30300_c0_g1_i1|m.1914(Pbr_PROTEIN_100_UNKNOWN) Pbr_TRINITY_DN70210_c0_g1_i1|m.1882(Pbr_PROTEIN_100_UNKNOWN) Pbr_TRINITY_DN70110_c0_g1_i1|m.2998(Pbr_PROTEIN_100_UNKNOWN) Pbr_TRINITY_DN142337_c0_g1_i1|m.4662(Pbr_PROTEIN_100_UNKNOWN) Pbr_TRINITY_DN60740_c0_g1_i1|m.278(Pbr_PROTEIN_100_UNKNOWN) Pbr_TRINITY_DN95920_c0_g1_i1|m.686(Pbr_PROTEIN_100_UNKNOWN) Pbr_TRINITY_DN43489_c0_g1_i1|m.1710(Pbr_PROTEIN_100_UNKNOWN) Pbr_TRINITY_DN115684_c0_g1_i1|m.5576(Pbr_PROTEIN_100_UNKNOWN) Pbr_TRINITY_DN60828_c0_g1_i1|m.1646(Pbr_PROTEIN_100_UNKNOWN) Pbr_TRINITY_DN27731_c0_g1_i1|m.676(Pbr_PROTEIN_100_UNKNOWN) Pbr_TRINITY_DN58414_c0_g1_i1|m.2190(Pbr_PROTEIN_100_UNKNOWN) Pbr_TRINITY_DN52739_c0_g1_i1|m.936(Pbr_PROTEIN_100_UNKNOWN) Pbr_TRINITY_DN73326_c0_g1_i1|m.3980(Pbr_PROTEIN_100_UNKNOWN) Pbr_TRINITY_DN125015_c0_g1_i1|m.4316(Pbr_PROTEIN_100_UNKNOWN) Pbr_TRINITY_DN64476_c0_g1_i1|m.1003(Pbr_PROTEIN_100_UNKNOWN) Pbr_TRINITY_DN22522_c0_g1_i1|m.2140(Pbr_PROTEIN_100_UNKNOWN) Pbr_TRINITY_DN136626_c0_g1_i1|m.5765(Pbr_PROTEIN_100_UNKNOWN) Pbr_TRINITY_DN58724_c0_g1_i1|m.2568(Pbr_PROTEIN_100_UNKNOWN) Pbr_TRINITY_DN80882_c0_g1_i1|m.3208(Pbr_PROTEIN_100_UNKNOWN) Pbr_TRINITY_DN89338_c0_g1_i1|m.2864(Pbr_PROTEIN_100_UNKNOWN) Pbr_TRINITY_DN138612_c0_g1_i1|m.4672(Pbr_PROTEIN_100_UNKNOWN) Pbr_TRINITY_DN94251_c0_g1_i1|m.1376(Pbr_PROTEIN_100_UNKNOWN) Pbr_TRINITY_DN142845_c0_g1_i1|m.5216(Pbr_PROTEIN_100_UNKNOWN) Pbr_TRINITY_DN73697_c2_g1_i1|m.2691(Pbr_PROTEIN_100_UNKNOWN) Pbr_TRINITY_DN61719_c0_g1_i1|m.2091(Pbr_PROTEIN_100_UNKNOWN) Pbr_TRINITY_DN61102_c0_g1_i1|m.2155(Pbr_PROTEIN_100_UNKNOWN) Pbr_TRINITY_DN64719_c0_g1_i1|m.1455(Pbr_PROTEIN_100_UNKNOWN) Pbr_TRINITY_DN72060_c0_g1_i1|m.2351(Pbr_PROTEIN_100_UNKNOWN) Pbr_TRINITY_DN145320_c0_g1_i1|m.4757(Pbr_PROTEIN_100_UNKNOWN) Pbr_TRINITY_DN37098_c0_g1_i1|m.2015(Pbr_PROTEIN_100_UNKNOWN) Pbr_TRINITY_DN107456_c0_g1_i1|m.4365(Pbr_PROTEIN_100_UNKNOWN) Pbr_TRINITY_DN13177_c0_g1_i1|m.2149(Pbr_PROTEIN_100_UNKNOWN) Pbr_TRINITY_DN106743_c0_g1_i1|m.4765(Pbr_PROTEIN_100_UNKNOWN) Pbr_TRINITY_DN139950_c0_g1_i1|m.4385(Pbr_PROTEIN_100_UNKNOWN)
ORTHOMCL2 (32 genes,1 taxa):	 Dve_TRINITY_DN105709_c0_g1_i1|m.33777(Dve_PROTEIN_100_UNKNOWN) Dve_TRINITY_DN132367_c0_g1_i1|m.28161(Dve_PROTEIN_100_UNKNOWN) Dve_TRINITY_DN158602_c0_g1_i1|m.37616(Dve_PROTEIN_100_UNKNOWN) Dve_TRINITY_DN180705_c0_g1_i1|m.37182(Dve_PROTEIN_100_UNKNOWN) Dve_TRINITY_DN205793_c0_g1_i1|m.1509(Dve_PROTEIN_100_UNKNOWN) Dve_TRINITY_DN229117_c0_g1_i1|m.2147(Dve_PROTEIN_100_UNKNOWN) Dve_TRINITY_DN205354_c0_g1_i1|m.267(Dve_PROTEIN_100_UNKNOWN) Dve_TRINITY_DN185549_c0_g1_i1|m.25045(Dve_PROTEIN_100_UNKNOWN) Dve_TRINITY_DN92406_c0_g1_i1|m.17525(Dve_PROTEIN_100_UNKNOWN) Dve_TRINITY_DN216537_c0_g1_i1|m.1762(Dve_PROTEIN_100_UNKNOWN) Dve_TRINITY_DN209635_c0_g1_i1|m.906(Dve_PROTEIN_100_UNKNOWN) Dve_TRINITY_DN80906_c0_g1_i1|m.18917(Dve_PROTEIN_100_UNKNOWN) Dve_TRINITY_DN190335_c0_g1_i1|m.20029(Dve_PROTEIN_100_UNKNOWN) Dve_TRINITY_DN212498_c0_g1_i1|m.3652(Dve_PROTEIN_100_UNKNOWN) Dve_TRINITY_DN170497_c0_g1_i1|m.28119(Dve_PROTEIN_100_UNKNOWN) Dve_TRINITY_DN208550_c0_g1_i1|m.3368(Dve_PROTEIN_100_UNKNOWN) Dve_TRINITY_DN209915_c0_g1_i1|m.672(Dve_PROTEIN_100_UNKNOWN) Dve_TRINITY_DN126966_c0_g1_i1|m.30607(Dve_PROTEIN_100_UNKNOWN) Dve_TRINITY_DN88553_c0_g1_i1|m.18371(Dve_PROTEIN_100_UNKNOWN) Dve_TRINITY_DN184507_c0_g1_i1|m.22194(Dve_PROTEIN_100_UNKNOWN) Dve_TRINITY_DN76719_c0_g1_i1|m.15339(Dve_PROTEIN_100_UNKNOWN) Dve_TRINITY_DN214497_c0_g1_i1|m.5175(Dve_PROTEIN_100_UNKNOWN) Dve_TRINITY_DN147129_c0_g1_i1|m.20103(Dve_PROTEIN_100_UNKNOWN) Dve_TRINITY_DN8434_c0_g1_i1|m.16271(Dve_PROTEIN_100_UNKNOWN) Dve_TRINITY_DN184604_c0_g1_i1|m.20724(Dve_PROTEIN_100_UNKNOWN) Dve_TRINITY_DN190384_c0_g1_i1|m.20042(Dve_PROTEIN_100_UNKNOWN) Dve_TRINITY_DN39096_c0_g1_i1|m.18438(Dve_PROTEIN_100_UNKNOWN) Dve_TRINITY_DN94088_c0_g1_i1|m.11822(Dve_PROTEIN_100_UNKNOWN) Dve_TRINITY_DN132367_c0_g1_i1|m.28160(Dve_PROTEIN_100_UNKNOWN) Dve_TRINITY_DN213490_c0_g1_i1|m.4372(Dve_PROTEIN_100_UNKNOWN) Dve_TRINITY_DN87443_c0_g1_i1|m.12236(Dve_PROTEIN_100_UNKNOWN) Dve_TRINITY_DN206908_c0_g1_i1|m.4128(Dve_PROTEIN_100_UNKNOWN)
ORTHOMCL3 (28 genes,1 taxa):	 Dve_TRINITY_DN120479_c0_g1_i1|m.26065(Dve_PROTEIN_100_UNKNOWN) Dve_TRINITY_DN207986_c0_g1_i1|m.973(Dve_PROTEIN_100_UNKNOWN) Dve_TRINITY_DN168714_c0_g1_i1|m.22921(Dve_PROTEIN_100_UNKNOWN) Dve_TRINITY_DN108048_c0_g1_i1|m.26217(Dve_PROTEIN_100_UNKNOWN) Dve_TRINITY_DN123671_c0_g1_i1|m.24041(Dve_PROTEIN_100_UNKNOWN) Dve_TRINITY_DN210781_c0_g1_i1|m.3466(Dve_PROTEIN_100_UNKNOWN) Dve_TRINITY_DN85010_c0_g1_i1|m.6613(Dve_PROTEIN_100_UNKNOWN) Dve_TRINITY_DN7532_c0_g1_i1|m.18771(Dve_PROTEIN_100_UNKNOWN) Dve_TRINITY_DN50181_c0_g1_i1|m.7971(Dve_PROTEIN_100_UNKNOWN) Dve_TRINITY_DN185286_c0_g1_i1|m.28786(Dve_PROTEIN_100_UNKNOWN) Dve_TRINITY_DN107198_c0_g1_i1|m.20011(Dve_PROTEIN_100_UNKNOWN) Dve_TRINITY_DN145923_c0_g1_i1|m.29750(Dve_PROTEIN_100_UNKNOWN) Dve_TRINITY_DN129065_c0_g1_i1|m.23302(Dve_PROTEIN_100_UNKNOWN) Dve_TRINITY_DN67785_c0_g1_i1|m.17311(Dve_PROTEIN_100_UNKNOWN) Dve_TRINITY_DN89501_c0_g1_i1|m.15311(Dve_PROTEIN_100_UNKNOWN) Dve_TRINITY_DN59725_c0_g1_i1|m.11695(Dve_PROTEIN_100_UNKNOWN) Dve_TRINITY_DN161040_c0_g1_i1|m.24654(Dve_PROTEIN_100_UNKNOWN) Dve_TRINITY_DN130199_c0_g1_i1|m.25934(Dve_PROTEIN_100_UNKNOWN) Dve_TRINITY_DN29811_c0_g1_i1|m.18426(Dve_PROTEIN_100_UNKNOWN) Dve_TRINITY_DN199800_c0_g1_i1|m.24124(Dve_PROTEIN_100_UNKNOWN) Dve_TRINITY_DN195614_c0_g1_i1|m.19894(Dve_PROTEIN_100_UNKNOWN) Dve_TRINITY_DN96663_c0_g1_i1|m.15102(Dve_PROTEIN_100_UNKNOWN) Dve_TRINITY_DN151036_c0_g1_i1|m.23896(Dve_PROTEIN_100_UNKNOWN) Dve_TRINITY_DN133841_c0_g1_i1|m.31976(Dve_PROTEIN_100_UNKNOWN) Dve_TRINITY_DN28110_c0_g1_i1|m.17070(Dve_PROTEIN_100_UNKNOWN) Dve_TRINITY_DN133960_c0_g1_i1|m.20544(Dve_PROTEIN_100_UNKNOWN) Dve_TRINITY_DN12413_c0_g1_i1|m.15316(Dve_PROTEIN_100_UNKNOWN) Dve_TRINITY_DN89194_c0_g1_i1|m.12560(Dve_PROTEIN_100_UNKNOWN)
ORTHOMCL4 (27 genes,3 taxa):	 Fmo_TRINITY_DN53047_c0_g1_i1|m.270(Fmo_PROTEIN_100_UNKNOWN) Rca_TRINITY_DN53578_c0_g1_i1|m.314(Rca_PROTEIN_100_UNKNOWN) Rir-Ref_remain_c21814|m.770(Rir-Ref_PROTEIN_100_UNKNOWN) Rir-Ref_remain_c28982|m.1607(Rir-Ref_PROTEIN_100_UNKNOWN) Rir-Ref_remain_c25165|m.1198(Rir-Ref_PROTEIN_100_UNKNOWN) Rir-Ref_remain_c23110|m.942(Rir-Ref_PROTEIN_100_UNKNOWN) Rir-Ref_remain_c26337|m.1316(Rir-Ref_PROTEIN_100_UNKNOWN) Rir-Ref_remain_c24925|m.1164(Rir-Ref_PROTEIN_100_UNKNOWN) Rir-Ref_remain_c24461|m.1112(Rir-Ref_PROTEIN_100_UNKNOWN) Rir-Ref_remain_c28704|m.1568(Rir-Ref_PROTEIN_100_UNKNOWN) Rir-Ref_remain_c22448|m.860(Rir-Ref_PROTEIN_100_UNKNOWN) Rir-Ref_remain_c27450|m.1411(Rir-Ref_PROTEIN_100_UNKNOWN) Rir-Ref_remain_c25515|m.1235(Rir-Ref_PROTEIN_100_UNKNOWN) Rir-Ref_remain_c26446|m.1327(Rir-Ref_PROTEIN_100_UNKNOWN) Rir-Ref_remain_c28507|m.1541(Rir-Ref_PROTEIN_100_UNKNOWN) Rir-Ref_remain_c26140|m.1293(Rir-Ref_PROTEIN_100_UNKNOWN) Rir-Ref_remain_c27694|m.1437(Rir-Ref_PROTEIN_100_UNKNOWN) Rir-Ref_remain_c20841|m.627(Rir-Ref_PROTEIN_100_UNKNOWN) Rir-Ref_remain_c21447|m.723(Rir-Ref_PROTEIN_100_UNKNOWN) Rir-Ref_remain_c24469|m.1113(Rir-Ref_PROTEIN_100_UNKNOWN) Rir-Ref_remain_c27984|m.1473(Rir-Ref_PROTEIN_100_UNKNOWN) Rir-Ref_remain_c22050|m.807(Rir-Ref_PROTEIN_100_UNKNOWN) Rir-Ref_remain_c22396|m.855(Rir-Ref_PROTEIN_100_UNKNOWN) Rir-Ref_remain_c23003|m.927(Rir-Ref_PROTEIN_100_UNKNOWN) Rir-Ref_remain_c18819|m.265(Rir-Ref_PROTEIN_100_UNKNOWN) Rir-Ref_remain_c23790|m.1025(Rir-Ref_PROTEIN_100_UNKNOWN) Rir-Ref_remain_c19201|m.353(Rir-Ref_PROTEIN_100_UNKNOWN)
ORTHOMCL5 (24 genes,2 taxa):	 Rca_TRINITY_DN29528_c0_g1_i1|m.1406(Rca_PROTEIN_100_UNKNOWN) Rir-Ref_remain_c18759|m.258(Rir-Ref_PROTEIN_100_UNKNOWN) Rir-Ref_remain_c23795|m.1026(Rir-Ref_PROTEIN_100_UNKNOWN) Rir-Ref_remain_c28843|m.1592(Rir-Ref_PROTEIN_100_UNKNOWN) Rir-Ref_remain_c27644|m.1434(Rir-Ref_PROTEIN_100_UNKNOWN) Rir-Ref_remain_c25713|m.1254(Rir-Ref_PROTEIN_100_UNKNOWN) Rir-Ref_remain_c20313|m.534(Rir-Ref_PROTEIN_100_UNKNOWN) Rir-Ref_remain_c27085|m.1380(Rir-Ref_PROTEIN_100_UNKNOWN) Rir-Ref_remain_c25526|m.1236(Rir-Ref_PROTEIN_100_UNKNOWN) Rir-Ref_remain_c19276|m.372(Rir-Ref_PROTEIN_100_UNKNOWN) Rir-Ref_remain_c28567|m.1544(Rir-Ref_PROTEIN_100_UNKNOWN) Rir-Ref_remain_c24964|m.1168(Rir-Ref_PROTEIN_100_UNKNOWN) Rir-Ref_remain_c28089|m.1483(Rir-Ref_PROTEIN_100_UNKNOWN) Rir-Ref_remain_c27398|m.1407(Rir-Ref_PROTEIN_100_UNKNOWN) Rir-Ref_remain_c19348|m.384(Rir-Ref_PROTEIN_100_UNKNOWN) Rir-Ref_remain_c23038|m.931(Rir-Ref_PROTEIN_100_UNKNOWN) Rir-Ref_remain_c18877|m.275(Rir-Ref_PROTEIN_100_UNKNOWN) Rir-Ref_remain_c25244|m.1209(Rir-Ref_PROTEIN_100_UNKNOWN) Rir-Ref_remain_c27339|m.1401(Rir-Ref_PROTEIN_100_UNKNOWN) Rir-Ref_remain_c21509|m.731(Rir-Ref_PROTEIN_100_UNKNOWN) Rir-Ref_remain_c19905|m.471(Rir-Ref_PROTEIN_100_UNKNOWN) Rir-Ref_remain_c21831|m.773(Rir-Ref_PROTEIN_100_UNKNOWN) Rir-Ref_remain_c21192|m.685(Rir-Ref_PROTEIN_100_UNKNOWN) Rir-Ref_remain_c23247|m.957(Rir-Ref_PROTEIN_100_UNKNOWN)
ORTHOMCL6 (21 genes,4 taxa):	 Gro_43_GTGGCC_L004_R1_paired_trimmed_paired_contig_4963|m.276(Gro_PROTEIN_100_UNKNOWN) Rca_TRINITY_DN48969_c0_g1_i1|m.2419(Rca_PROTEIN_100_UNKNOWN) Ale_TRINITY_DN158489_c0_g1_i1|m.2558(Ale_PROTEIN_100_UNKNOWN) Rir-Ref_remain_c26626|m.1346(Rir-Ref_PROTEIN_100_UNKNOWN) Rir-Ref_remain_c21391|m.714(Rir-Ref_PROTEIN_100_UNKNOWN) Rir-Ref_remain_c23340|m.970(Rir-Ref_PROTEIN_100_UNKNOWN) Rir-Ref_remain_c29364|m.1664(Rir-Ref_PROTEIN_100_UNKNOWN) Rir-Ref_remain_c20695|m.602(Rir-Ref_PROTEIN_100_UNKNOWN) Rir-Ref_remain_c29234|m.1645(Rir-Ref_PROTEIN_100_UNKNOWN) Rir-Ref_remain_c26181|m.1296(Rir-Ref_PROTEIN_100_UNKNOWN) Rir-Ref_remain_c24875|m.1159(Rir-Ref_PROTEIN_100_UNKNOWN) Rir-Ref_remain_c27547|m.1423(Rir-Ref_PROTEIN_100_UNKNOWN) Rir-Ref_remain_c24276|m.1087(Rir-Ref_PROTEIN_100_UNKNOWN) Rir-Ref_remain_c19199|m.352(Rir-Ref_PROTEIN_100_UNKNOWN) Rir-Ref_remain_c21548|m.736(Rir-Ref_PROTEIN_100_UNKNOWN) Rir-Ref_remain_c21228|m.691(Rir-Ref_PROTEIN_100_UNKNOWN) Rir-Ref_remain_c24330|m.1097(Rir-Ref_PROTEIN_100_UNKNOWN) Rir-Ref_remain_c22823|m.907(Rir-Ref_PROTEIN_100_UNKNOWN) Rir-Ref_remain_c20247|m.523(Rir-Ref_PROTEIN_100_UNKNOWN) Rir-Ref_remain_c26317|m.1313(Rir-Ref_PROTEIN_100_UNKNOWN) Rir-Ref_remain_c20509|m.569(Rir-Ref_PROTEIN_100_UNKNOWN)
ORTHOMCL7 (20 genes,5 taxa):	 Gro_43_GTGGCC_L004_R1_paired_trimmed_paired_contig_4107|m.233(Gro_PROTEIN_100_UNKNOWN) Gro_43_GTGGCC_L004_R1_paired_trimmed_paired_contig_11761|m.653(Gro_PROTEIN_100_UNKNOWN) Gro_43_GTGGCC_L004_R1_paired_trimmed_paired_contig_9111|m.515(Gro_PROTEIN_100_UNKNOWN) Gro_43_GTGGCC_L004_R1_paired_trimmed_paired_contig_33691|m.1907(Gro_PROTEIN_100_UNKNOWN) Gro_43_GTGGCC_L004_R1_paired_trimmed_paired_contig_43966|m.2443(Gro_PROTEIN_100_UNKNOWN) Gro_43_GTGGCC_L004_R1_paired_trimmed_paired_contig_4108|m.235(Gro_PROTEIN_100_UNKNOWN) Gro_43_GTGGCC_L004_R1_paired_trimmed_paired_contig_4945|m.271(Gro_PROTEIN_100_UNKNOWN) Gro_43_GTGGCC_L004_R1_paired_trimmed_paired_contig_11080|m.607(Gro_PROTEIN_100_UNKNOWN) Gro_43_GTGGCC_L004_R1_paired_trimmed_paired_contig_9829|m.554(Gro_PROTEIN_100_UNKNOWN) Gro_43_GTGGCC_L004_R1_paired_trimmed_paired_contig_4108|m.234(Gro_PROTEIN_100_UNKNOWN) Gro_43_GTGGCC_L004_R1_paired_trimmed_paired_contig_8392|m.486(Gro_PROTEIN_100_UNKNOWN) Gro_43_GTGGCC_L004_R1_paired_trimmed_paired_contig_3041|m.164(Gro_PROTEIN_100_UNKNOWN) Gro_43_GTGGCC_L004_R1_paired_trimmed_paired_contig_4945|m.272(Gro_PROTEIN_100_UNKNOWN) Gro_43_GTGGCC_L004_R1_paired_trimmed_paired_contig_11080|m.608(Gro_PROTEIN_100_UNKNOWN) Sca_TRINITY_DN3278_c0_g1_i1|m.537(Sca_PROTEIN_100_UNKNOWN) Sca_TRINITY_DN11311_c0_g1_i1|m.1150(Sca_PROTEIN_100_UNKNOWN) Rca_TRINITY_DN55443_c0_g1_i1|m.111(Rca_PROTEIN_100_UNKNOWN) Pbr_TRINITY_DN89593_c0_g1_i1|m.2896(Pbr_PROTEIN_100_UNKNOWN) Pbr_TRINITY_DN80804_c0_g1_i1|m.3205(Pbr_PROTEIN_100_UNKNOWN) Rir-Ref_remain_c21166|m.679(Rir-Ref_PROTEIN_100_UNKNOWN)
ORTHOMCL8 (19 genes,3 taxa):	 Gro_43_GTGGCC_L004_R1_paired_trimmed_paired_contig_5878|m.321(Gro_PROTEIN_100_UNKNOWN) Gro_43_GTGGCC_L004_R1_paired_trimmed_paired_contig_8025|m.457(Gro_PROTEIN_100_UNKNOWN) Gro_43_GTGGCC_L004_R1_paired_trimmed_paired_contig_48330|m.2605(Gro_PROTEIN_100_UNKNOWN) Gro_43_GTGGCC_L004_R1_paired_trimmed_paired_contig_36155|m.2045(Gro_PROTEIN_100_UNKNOWN) Gro_43_GTGGCC_L004_R1_paired_trimmed_paired_contig_8026|m.459(Gro_PROTEIN_100_UNKNOWN) Gro_43_GTGGCC_L004_R1_paired_trimmed_paired_contig_36155|m.2043(Gro_PROTEIN_100_UNKNOWN) Gro_43_GTGGCC_L004_R1_paired_trimmed_paired_contig_10392|m.575(Gro_PROTEIN_100_UNKNOWN) Gro_43_GTGGCC_L004_R1_paired_trimmed_paired_contig_13416|m.767(Gro_PROTEIN_100_UNKNOWN) Gro_43_GTGGCC_L004_R1_paired_trimmed_paired_contig_21132|m.1174(Gro_PROTEIN_100_UNKNOWN) Gro_43_GTGGCC_L004_R1_paired_trimmed_paired_contig_10391|m.574(Gro_PROTEIN_100_UNKNOWN) Gro_43_GTGGCC_L004_R1_paired_trimmed_paired_contig_33942|m.1924(Gro_PROTEIN_100_UNKNOWN) Gro_43_GTGGCC_L004_R1_paired_trimmed_paired_contig_8026|m.460(Gro_PROTEIN_100_UNKNOWN) Gro_43_GTGGCC_L004_R1_paired_trimmed_paired_contig_8024|m.456(Gro_PROTEIN_100_UNKNOWN) Gro_43_GTGGCC_L004_R1_paired_trimmed_paired_contig_49445|m.2664(Gro_PROTEIN_100_UNKNOWN) Gro_43_GTGGCC_L004_R1_paired_trimmed_paired_contig_17382|m.952(Gro_PROTEIN_100_UNKNOWN) Gro_43_GTGGCC_L004_R1_paired_trimmed_paired_contig_13416|m.768(Gro_PROTEIN_100_UNKNOWN) Dve_TRINITY_DN209152_c0_g1_i1|m.786(Dve_PROTEIN_100_UNKNOWN) Sca_TRINITY_DN21049_c0_g1_i1|m.1321(Sca_PROTEIN_100_UNKNOWN) Sca_TRINITY_DN2453_c0_g1_i1|m.762(Sca_PROTEIN_100_UNKNOWN)
ORTHOMCL9 (19 genes,1 taxa):	 Pbr_TRINITY_DN46382_c0_g1_i1|m.88(Pbr_PROTEIN_100_UNKNOWN) Pbr_TRINITY_DN51886_c0_g1_i1|m.1786(Pbr_PROTEIN_100_UNKNOWN) Pbr_TRINITY_DN61857_c0_g1_i1|m.218(Pbr_PROTEIN_100_UNKNOWN) Pbr_TRINITY_DN62308_c0_g1_i1|m.1446(Pbr_PROTEIN_100_UNKNOWN) Pbr_TRINITY_DN26212_c0_g1_i1|m.3446(Pbr_PROTEIN_100_UNKNOWN) Pbr_TRINITY_DN54720_c0_g1_i1|m.1136(Pbr_PROTEIN_100_UNKNOWN) Pbr_TRINITY_DN124329_c0_g1_i1|m.6071(Pbr_PROTEIN_100_UNKNOWN) Pbr_TRINITY_DN79324_c0_g1_i1|m.519(Pbr_PROTEIN_100_UNKNOWN) Pbr_TRINITY_DN21736_c0_g1_i1|m.3008(Pbr_PROTEIN_100_UNKNOWN) Pbr_TRINITY_DN31681_c0_g1_i1|m.2400(Pbr_PROTEIN_100_UNKNOWN) Pbr_TRINITY_DN99356_c0_g1_i1|m.4075(Pbr_PROTEIN_100_UNKNOWN) Pbr_TRINITY_DN121101_c0_g1_i1|m.4219(Pbr_PROTEIN_100_UNKNOWN) Pbr_TRINITY_DN102314_c0_g1_i1|m.4423(Pbr_PROTEIN_100_UNKNOWN) Pbr_TRINITY_DN87341_c0_g1_i1|m.4015(Pbr_PROTEIN_100_UNKNOWN) Pbr_TRINITY_DN51530_c0_g1_i1|m.3031(Pbr_PROTEIN_100_UNKNOWN) Pbr_TRINITY_DN60216_c0_g1_i1|m.2799(Pbr_PROTEIN_100_UNKNOWN) Pbr_TRINITY_DN75678_c0_g1_i1|m.3485(Pbr_PROTEIN_100_UNKNOWN) Pbr_TRINITY_DN65877_c0_g1_i1|m.4081(Pbr_PROTEIN_100_UNKNOWN) Pbr_TRINITY_DN43842_c0_g1_i1|m.4033(Pbr_PROTEIN_100_UNKNOWN)
